Name,Designer,URL,Gender,Accords,Description,Pros and cons,Top Notes,Middle Notes,Base Notes,Longevity,Sillage
Dior Addict Eau de Parfum (2014),Dior,https://www.fragrantica.com/perfume/Dior/Dior-Addict-Eau-de-Parfum-2014-28201.html,women,white floral (100%); vanilla (84.7661%); citrus (61.8685%); sweet (49.9242%); powdery (46.43%),"Dior Addict Eau de Parfum (2014) by Dior is a Oriental Floral fragrance for women. Dior Addict Eau de Parfum (2014) was launched in 2014. The nose behind this fragrance is François Demachy. Top notes are Mandarin Leaf and Orange Blossom; middle note is Jasmine Sambac; base note is Bourbon Vanilla.Dior Addict Eau de Parfum is again reformulated in 2014 (the original is from 2002, and the new version is from 2012). The scent comes in a dark blue bottle of the signature design, this time decorated with silver details.The fragrance opens with mandarin leaf and orange blossom. The heart includes Sambac jasmine absolute, laid on the base of Bourbon vanilla.It is available as 30, 50 and 100 ml Eau de Parfum.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Sexy and comforting aroma', 'Long-lasting fragrance', 'Strong and confident scent', 'Great for colder seasons', 'Excellent longevity', 'Good for both genders', 'Attractive to children', 'Safe blind buy', 'May not be suitable for warmer climates', 'May become cloying and sickly if overapplied', 'Some individuals may find it overpowering', 'Reformulation may disappoint fans of the original scent', 'Higher price point than some comparable fragrances', 'May be perceived as old-fashioned by some', 'Not everyone may appreciate the vanilla note', 'May be too sweet for some individuals']","['Mandarin Leaf', 'Orange Blossom']",['Jasmine Sambac'],['Bourbon Vanilla'],very weak: 53; weak: 89; moderate: 516; long lasting: 1055; eternal: 628,intimate: 129; moderate: 825; strong: 1095; enormous: 476
Sauvage Eau Forte,Dior,https://www.fragrantica.com/perfume/Dior/Sauvage-Eau-Forte-95863.html,men,musky (100%); aromatic (98.2924%); lavender (96.2438%); woody (70.2925%); powdery (64.9998%); warm spicy (64.6583%); fresh spicy (60.3217%); balsamic (56.122%); conifer (50.8976%),"Sauvage Eau Forte by Dior is a Aromatic Fougere fragrance for men. This is a new fragrance. Sauvage Eau Forte was launched in 2024. The nose behind this fragrance is Francis Kurkdjian. Top notes are Elemi resin and Spices; middle note is Lavender; base notes are Musk and Woody Notes.Sauvage Eau Forte by Dior is a fresh and spicy fougère fragrance. This innovative scent features an alcohol-free formula, blending cold spices, bleached lavender, and musky woods. The fragrance is inspired by the symbolic power of water, creating a highly concentrated and milky-colored eau.""The emblematic freshness of Sauvage intensified and extended by the power of water. A striking blend of cold spices and blanched lavender, deepened by the strength of musky woods in an exclusive water-based formula."" Available in bottles of 60 and 100 ml. Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",,"['Elemi resin', 'Spices']",['Lavender'],"['Musk', 'Woody Notes']",,
Hypnotic Poison Eau de Parfum,Dior,https://www.fragrantica.com/perfume/Dior/Hypnotic-Poison-Eau-de-Parfum-23098.html,women,vanilla (100%); sweet (89.0684%); soft spicy (75.2584%); almond (69.7796%); white floral (62.2077%); nutty (53.8679%); fruity (49.89%); balsamic (49.371%); amber (47.4744%),"Hypnotic Poison Eau de Parfum by Dior is a Oriental Vanilla fragrance for women. Hypnotic Poison Eau de Parfum was launched in 2014. The nose behind this fragrance is François Demachy. Top notes are Licorice and Almond; middle notes are Jasmine Sambac and Orange Blossom; base notes are Vanilla and Tonka Bean.Dior’s fragrant poison in irresistible red flacon also has incredible popularity even among younger generations. Its seductive softness attracts attention with a sexy blend of flowers, spices and gourmet aromas, among which are those that tingle your imagination – liquorice, coconut, almonds and vanilla. This is also one of the compositions that made a revolution in the world of perfumery. During years it has been offered in several different ways and in different concentrations. The latest edition signed by perfumer Francois Demachy, perfumer of Dior, depicts the devilish side of the perfume with an oriental composition enriched with sambac jasmine absolute with its icy-animalistic nuances.Hypnotic Poison Eau de Parfum is extremely natural and draws its power and strength from carefully selected raw materials absolutes. ""Hypnotic Poison plays with absolutes, their natural aromas and depths."" - says Francois Demachy. Composition of the perfume provides seductive aromas of sambac jasmine absolute combined with orange blossom absolute warmed and surrounded by resin-like hot notes of tonka and delicate vanilla. Gourmet, seductive face is additionally accentuated by liquorice which is one the key ingredients of the entire Hypnotic Poison line.The characteristic flacon shaped like candied apple with dark layers of melted lava is most similar by shape and combination of shades to the perfume extract of fragrance Hypnotic Poison. The bottle was created by masters glass-makers Saint-Gobain. Neck of the bottle is decorated with a black ribbon with CD seal and the flacon is crowned with a black stopper that accentuates the darker (witch’s) side of the composition. It has been available since January 2014 as 50 ml Eau de Parfum and 100ml Eau de Parfum.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Dark, thick, deep and sweet fragrance', 'Sensual and intoxicating', 'Rich and lush scent', 'Long lasting', 'Strong and clear performance', 'Appealing to gothic or vampy style', 'Attracts compliments', 'Suitable for all seasons', 'Not suitable for everyday wear for some people', 'Different from the original Hypnotic Poison and may disappoint those who expect the same scent', 'Overwhelming for some people', 'Soft sillage', 'Too sweet for some people', 'Underwhelming compared to the EDT version', 'Smells like an old lady handbag to some people', 'One-dimensional and lacks depth']","['Licorice', 'Almond']","['Jasmine Sambac', 'Orange Blossom']","['Vanilla', 'Tonka Bean']",very weak: 56; weak: 76; moderate: 347; long lasting: 677; eternal: 690,intimate: 152; moderate: 607; strong: 796; enormous: 516
J'adore L'Or (2023),Dior,https://www.fragrantica.com/perfume/Dior/J-adore-L-Or-2023-84202.html,women,white floral (100%); floral (46.7767%); violet (45.5888%); fresh (44.7944%),"J'adore L'Or (2023) by Dior is a Floral fragrance for women. This is a new fragrance. J'adore L'Or (2023) was launched in 2023. The nose behind this fragrance is Francis Kurkdjian.All the gold of J'adore in an essential, pure concentrate. For L'Or de J'adore, the new J'adore perfume, Perfume Creative Director for Parfums Dior Francis Kurkdjian, showcases the beauty of the J'adore flowers by heightening their nuances and accentuating their colors.J'adore l'Or is a full and voluptuous perfume essence by Francis Kurkdjian for Dior that masterfully balances notes of orange blossom, jasmine grandiflorum and centifolia rose absolutes. Blossoming in their full glory, powerful and sensual, these flowers are the true gold of J'adore.The iconic J’adore necklace has been redesigned to reflect the warmth of the scent, transformed into an organic and flowing precious metal, enveloping the J'adore l'Or bottle in an elegant embrace.""I wanted to move from the aura of J'adore to the gold of J'adore. To its olfactory quintessence. I wanted to give this floral signature accents of purity by exaggerating the contours of the flowers, to bring out all their nuances and define a new texture, like enveloping liquid gold. A new, instantly attractive sensuality.""—Francis Kurkdjian, Director of Dior Fragrance CreationAvailable in 50ml bottles. Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",,"['Jasmine', 'Orange Blossom', 'Violet', 'Lily of the Valley', 'Rose']",[],[],,
Eau Sauvage,Dior,https://www.fragrantica.com/perfume/Dior/Eau-Sauvage-231.html,men,aromatic (100%); citrus (92.4748%); fresh spicy (79.2164%); woody (66.6098%); earthy (56.4419%); mossy (47.6845%); green (47.5668%); floral (44.4514%),"Eau Sauvage by Dior is a Citrus Aromatic fragrance for men. Eau Sauvage was launched in 1966. The nose behind this fragrance is Edmond Roudnitska. Top notes are Lemon, Bergamot, Basil, Rosemary, Caraway and Fruity Notes; middle notes are Jasmine, Coriander, Carnation, Patchouli, Orris Root, Sandalwood, Rose, Lavender and Hedione; base notes are Oakmoss, Vetiver, Musk and Amber.This is a fresh perfume which can be easily recognized among other fresh fragrances. Clear and fresh scent of lemon and bitter-fresh rosemary are combined perfectly with masculine, woody nuances of a base.The perfume was introduced in 1966 and created in cooperation with perfumer Edmond Roudnitska. The creator made the perfume legendary and characteristic for its fresh, citrusy notes, composed with spicy lavender on a masculine, woody base. The fragrance incorporates the following accords: lemon, basil, bergamot, cumin, lavender and fruit. A heart blooms with jasmine, rose, carnation, iris root, coriander, patchouli and sandalwood. Base notes bring us oak moss, vetiver, musk and amber.The flacon was designed by Pierre Dinand.This edition was refreshed with a new advertising campaign featuring world famous Alain Delon in 2009.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Considered a masterpiece in the fragrance industry', 'Fantastic summer scent with an old-school barber shop vibe', ""Considered the ultimate gentleman's fragrance"", 'Bracing and natural opening of Calabrian bergamot and Mediterranean herbs', 'Refined, dependable, dignified yet unafraid to get hands dirty', 'One of the best dry downs of any scent', 'Heart of jasmine and carnation with hints of iris or rose', 'Tangy, sour vetiver in the base with a touch of leathery notes', 'Not strong enough for some people', ""May only last a couple of hours on some people's skin"", 'Masculine in an old-school way which may not appeal to everyone', 'Poor sillage and longevity compared to the older version', 'Former version seemed to be much more incredible than current one according to some reviews', 'Reformulated version lacks the personality of the vintage one', 'May smell like lemon pledge or furniture polish to some people', 'Generic and uninteresting dry down']","['Lemon', 'Bergamot', 'Basil', 'Rosemary', 'Caraway', 'Fruity Notes']","['Jasmine', 'Coriander', 'Carnation', 'Patchouli', 'Orris Root', 'Sandalwood', 'Rose', 'Lavender', 'Hedione']","['Oakmoss', 'Vetiver', 'Musk', 'Amber']",very weak: 237; weak: 478; moderate: 1287; long lasting: 284; eternal: 80,intimate: 701; moderate: 1373; strong: 299; enormous: 165
Dune,Dior,https://www.fragrantica.com/perfume/Dior/Dune-221.html,women,woody (100%); amber (76.5748%); balsamic (60.8295%); warm spicy (59.5618%); powdery (57.08%); citrus (55.0008%); sweet (54.7161%); white floral (53.0756%); floral (52.2005%); aldehydic (51.7563%),"Dune by Dior is a Oriental Woody fragrance for women. Dune was launched in 1991. Dune was created by Jean-Louis Sieuzac, Nejla Barbir and Dominique Ropion. Top notes are Brazilian Rosewood, Aldehydes, Mandarin Orange, Bergamot and Peony; middle notes are Lily, Ylang-Ylang, Wallflower, Jasmine and Rose; base notes are Amber, Sandalwood, Benzoin, Oakmoss, Vanilla, Patchouli and Musk.Dune symbolizes escape into the world of dreams where only peace resides; it’s a place where sun kisses the sea, rays of light gently caresses the skin and twinkle in the warm sand while the tinkling ocean breeze brings flowery wafts peony and lily. Dune was launched in 1991. This perfume is created by Nejla Barbir and its top note includes bergamot, mandarin, palisander, aldehyde, peony and broom followed by heart note composed of jasmine, rose, ylang-ylang, lily, wallflower, lichen. Base notes are vanilla, patchouli, benzoin, sandalwood, amber, oakmoss, and musk. Its innovative bottle with rounded edges is designed by Veronique Monod. Dune also won a 1993 Fifi award. Bottle is available as 30, 50 and 100 ml Eau de Toilette together with Bath & Body line.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","[""Collector's item"", 'Silent dignity', 'Great for cooler weather', 'Not boring with one LOUD note', 'Seamless notes', 'Compliment grabber', 'Unisex scent', 'Evolution throughout the day', 'Not for mass market lovers of sweet fragrances', 'Not for tropical or sunbathing beach lovers', 'May seem feminine to some', 'Possibly dated', 'Beachy smell not for everyone', 'Chemical smelling to some', 'Odd association with old fashioned postage stamps or petrol', 'Intense buttery cantaloupe note']","['Brazilian Rosewood', 'Aldehydes', 'Mandarin Orange', 'Bergamot', 'Peony']","['Lily', 'Ylang-Ylang', 'Wallflower', 'Jasmine', 'Rose']","['Amber', 'Sandalwood', 'Benzoin', 'Oakmoss', 'Vanilla', 'Patchouli', 'Musk']",very weak: 86; weak: 182; moderate: 915; long lasting: 1417; eternal: 596,intimate: 256; moderate: 1494; strong: 1269; enormous: 533
Ambre Nuit,Dior,https://www.fragrantica.com/perfume/Dior/Ambre-Nuit-48395.html,women and men,amber (100%); rose (80.2439%); floral (45.0732%),"Ambre Nuit by Dior is a Oriental fragrance for women and men. Ambre Nuit was launched in 2018. The nose behind this fragrance is François Demachy.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Attractive to both masculine and feminine preferences', 'Great signature scent', 'Warm and complex scent', 'Suitable for cool temperatures and potential for summer wear', 'Sparkling, warm, boozy, bold, sensual, and romantic', 'Soothing and perfect for bedtime', 'Long lasting with moderate sillage', 'Natural smelling ambergris in the dry down', 'Does not project well', 'Best suited for autumn weather', ""Slight pinch of rose may not be noticeable on everyone's skin"", ""Not suitable for everyone's taste"", 'May not live up to the hype or price tag', 'Not very rich and lacks concentration or complexity', 'May have an old-fashioned note or too sharp from a distance', 'The closest thing to the fragrance is baby powder']","['Amber', 'Turkish Rose']",[],[],very weak: 34; weak: 54; moderate: 314; long lasting: 307; eternal: 87,intimate: 126; moderate: 499; strong: 142; enormous: 106
Miss Dior Blooming Bouquet (2023),Dior,https://www.fragrantica.com/perfume/Dior/Miss-Dior-Blooming-Bouquet-2023-78945.html,women,floral (100%); rose (75.6221%); fresh (61.4321%); citrus (52.5676%); musky (50.9439%); sweet (45.2452%),"Miss Dior Blooming Bouquet (2023) by Dior is a Floral fragrance for women. This is a new fragrance. Miss Dior Blooming Bouquet (2023) was launched in 2023. Top notes are Sweet Pea and Bergamot; middle notes are Peony and Damask Rose; base note is White Musk.""Rediscover the trail of Miss Dior Blooming Bouquet through a fragrant declaration of love narrated by Natalie Portman, where the freshness of rose and peony notes mingle with the caress of a white musk veil.Miss Dior Blooming Bouquet Eau de Toilette has been composed like a floral embrace, both lively and tender. It is a faceted and spontaneous bouquet of newly blossomed flowers. Its contrasting trail opens with the intensity of the feeling of love at sight, conveyed in the lively notes of sweet pea and bergamot. A duo of Damascus rose and peony notes then unfurls with nobleness, like a passionate and radiant emotion. A soft, light accord of white musks rounds off the bouquet of this fragrance that tells the story of love.The Miss Dior Blooming Bouquet fragrance is housed in a bottle with an elevated identity: the Miss Dior bow, woven with multicolored Lurex threads for a ""Millefiori"" effect, gives the fragrance an added couture detail. This ingenious jacquard bow, inspired by a bouquet of a thousand colored flowers, was crafted in the guarded workshops of one of the most renowned French ribbon-makers: Maison Faure, founded in 1864.""Available as 30, 50, 100, and 150ml EDT. Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.",,"['Sweet Pea', 'Bergamot']","['Peony', 'Damask Rose']",['White Musk'],,
Fève Délicieuse,Dior,https://www.fragrantica.com/perfume/Dior/Feve-Delicieuse-30164.html,women and men,sweet (100%); vanilla (91.1193%); amber (62.9202%); warm spicy (61.269%); cacao (54.2869%); aromatic (52.7289%); caramel (51.8341%); cherry (50.452%); lactonic (49.9996%); nutty (45.968%),"Fève Délicieuse by Dior is a Oriental Vanilla fragrance for women and men. Fève Délicieuse was launched in 2015. The nose behind this fragrance is François Demachy. Top notes are Lavender, Mint and Bergamot; middle notes are Sour Cherry, Freesia and Jasmine; base notes are Tonka Bean, Vanilla, Cacao Pod, Caramel, Praline, Milk, Benzoin, Sandalwood, Leather and Cedar.Dior launched a new fragrance as part of the exclusive collection La Collection Privée. The new scent is centered on Venezuelan tonka beans, named Fève Délicieuse. It comes out in May 2015.The perfume was created by in-house perfumer Francois Demachy as a sophisticated oriental – gourmand harmony. Tonka bean smells like a mixture between caramel, almonds and cut hay, milky sweet, but also bitter. The composition includes notes of tonka bean, vanilla, caramel, cocoa, pralines and woody accords.The fragrance is available in bottles of 120, 250 and 450 ml Eau de Parfum.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Expensive and luxurious scent', 'Gourmand heaven with beautiful blend of Tonka, Vanilla, Caramel and Coconut', 'Complex blend of many notes that harmonize well together', 'Great for autumn and winter seasons', 'Suits both masculine and feminine tastes', 'Beautiful bottle design', 'Excellent blind buy', 'Refined and elegant lavender scent', 'Some find it too sweet and powdery', 'Reformulation concerns for some buyers who want to stock up on this scent', 'Initial spray can be strange, off and very chemical-like', 'Dry, strange Tonka Bean scent that is polarizing', 'Not everyone likes the powderiness of the scent on their skin', 'Not everyone can appreciate the scent due to its green, herbaceous and medicinal qualities', 'Disappointing for some as it smells like a makeup bag or waxy candle']","['Lavender', 'Mint', 'Bergamot']","['Sour Cherry', 'Freesia', 'Jasmine']","['Tonka Bean', 'Vanilla', 'Cacao Pod', 'Caramel', 'Praline', 'Milk', 'Benzoin', 'Sandalwood', 'Leather', 'Cedar']",very weak: 71; weak: 73; moderate: 299; long lasting: 570; eternal: 252,intimate: 157; moderate: 596; strong: 597; enormous: 293
Miss Dior Absolutely Blooming,Dior,https://www.fragrantica.com/perfume/Dior/Miss-Dior-Absolutely-Blooming-39070.html,women,fruity (100%); rose (75.0733%); floral (63.8124%); sweet (62.3728%); woody (57.1823%); musky (55.3009%); soft spicy (51.5223%); fresh (45.2746%),"Miss Dior Absolutely Blooming by Dior is a Floral Fruity fragrance for women. Miss Dior Absolutely Blooming was launched in 2016. The nose behind this fragrance is François Demachy. Top notes are Raspberry, Black Currant, Pomegranate and Pink Pepper; middle notes are May Rose and Peony; base note is White Musk.Dior presents its new fragrance Miss Dior Absolutely Blooming from the famous Miss Dior collection in August 2016. The in-house perfumer Francois Demachy announced it as the edition that opens with bright fruity notes, intended for cheerful women who love life.Miss Dior Absolutely Blooming is a new olfactory variation of Miss Dior Blooming Bouquet, designed as a sexier, more passionate and more modern scent. The hot pink color of the liquid matches the delicious floral character. The composition is comprised of three layers: red berries, Centifolia May rose from Grasse and peony, as well as white musk.It is available in 30, 50 and 100 ml sizes.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Good quality perfume', 'Great for gourmand fruity-candy scent lovers', 'Divine sugared rose fragrance', 'Great sillage', 'Addictive and long-lasting scent', 'Full and expensive smelling', 'Unique yet universally appealing', 'Safe buy fragrance for all genders and ages', 'May be too sweet or cloying for some people', 'Not a safe blind buy for some people', 'May not work with some skin chemistries', 'May have a spicy or peppery scent that is undesirable to some', 'May smell sour on some skin types', 'Not suitable for those who dislike gourmand scents', 'Not enough floral notes for some', 'May be boring and unremarkable compared to other fruity scents']","['Raspberry', 'Black Currant', 'Pomegranate', 'Pink Pepper']","['May Rose', 'Peony']",['White Musk'],very weak: 77; weak: 102; moderate: 586; long lasting: 900; eternal: 374,intimate: 168; moderate: 843; strong: 922; enormous: 392
Eau Sauvage Parfum 2017,Dior,https://www.fragrantica.com/perfume/Dior/Eau-Sauvage-Parfum-2017-43977.html,men,aromatic (100%); citrus (99.1163%); fresh spicy (59.2064%); woody (53.9037%); lavender (51.1824%); balsamic (49.7796%); earthy (47.9278%); conifer (45.8237%),"Eau Sauvage Parfum 2017 by Dior is a Citrus Aromatic fragrance for men. Eau Sauvage Parfum 2017 was launched in 2017. The nose behind this fragrance is François Demachy. Top notes are Citron, Bergamot and Lavender; middle note is Haitian Vetiver; base note is elemi.In April 2017, Dior launches a new edition of Eau Sauvage Parfum. Francois Demachy wanted to create a more rounded version that will be closer to their original signature, as well as to refresh its aromatic strength, emphasize the warmth and intensify the composition. Its citrus - woody - spicy structure, which combines an elegant freshness and warm accords, is allegedly ""sunny"" and exudes a bright naturalness.The citrusy beginning of the composition blends sweet cedrat with San Carlo bergamot. After this fresh opening, delicate notes of lavender absolute come to play. The heart of the perfume contains Haitian vetiver, its woody character amplified and purified. Warm and intense notes of elemi from the Philippines end this creation in the base of the perfume.The advertising campaign brings back unpublished images of actor Alain Delon while shooting the movie ""La Piscine"" from 1969, as an emblem of masculine beauty and French elegance. The fragrance is available as a 50 and 100 ml Eau de Parfum.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Signature worthy scent', 'Elegant, charming and modern', 'Great performance, lasts all day and projects beautifully', 'Fresh and versatile composition', 'Master perfumer Francois Demachy created a modern and unique fragrance', 'Can be worn for any occasion', 'Pure vetiver with lavender, bergamot and resins', 'Scent is closer to 1966 EDT version', 'Not like the original Eau Sauvage EDT', 'Might be too resinous or sharp for some people', 'Might be too strong for some people', 'Performances are less powerful than 2012 version', 'Not as good as the 2012 version', 'Not comparable in quality to the 2012 version', 'Might be disappointing for those who have tried the 2012 version', 'A bit synthetic and ordinary compared to the 2012 version']","['Citron', 'Bergamot', 'Lavender']",['Haitian Vetiver'],['elemi'],very weak: 35; weak: 36; moderate: 277; long lasting: 897; eternal: 227,intimate: 69; moderate: 590; strong: 758; enormous: 170
Tobacco Vanille,Tom Ford,https://www.fragrantica.com/perfume/Tom-Ford/Tobacco-Vanille-1825.html,women and men,vanilla (100%); sweet (94.5212%); tobacco (85.2548%); warm spicy (70.9021%); fruity (60.7449%); woody (54.0112%); cacao (52.7934%); powdery (49.528%),"Tobacco Vanille by Tom Ford is a Oriental Spicy fragrance for women and men. Tobacco Vanille was launched in 2007. The nose behind this fragrance is Olivier Gillotin. Top notes are Tobacco Leaf and Spicy Notes; middle notes are Vanilla, Cacao, Tonka Bean and Tobacco Blossom; base notes are Dried Fruits and Woody Notes.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Perfect for the winter season', 'High-quality fragrance', 'Long-lasting scent', 'Great for special occasions', 'Attracts attention and compliments', 'Masculine scent for men', 'Unisex fragrance', 'Feminine scent for women', 'Expensive price point', ""May not suit everyone's taste"", 'Possible to buy fake versions online', 'Not suitable for everyday use', 'Overemphasis on certain notes may not appeal to everyone', 'May become boring over time', 'Linear scent with lack of complexity', 'Reminiscent of cheap vanilla candles or room sprays to some']","['Tobacco Leaf', 'Spicy Notes']","['Vanilla', 'Cacao', 'Tonka Bean', 'Tobacco Blossom']","['Dried Fruits', 'Woody Notes']",very weak: 239; weak: 347; moderate: 2297; long lasting: 5388; eternal: 4592,intimate: 601; moderate: 3705; strong: 6062; enormous: 2667
Lost Cherry,Tom Ford,https://www.fragrantica.com/perfume/Tom-Ford/Lost-Cherry-51411.html,women and men,cherry (100%); sweet (95.3779%); almond (88.0148%); nutty (78.2215%); fruity (74.4381%); vanilla (64.8879%); warm spicy (58.952%); amber (55.4387%); woody (52.7005%); balsamic (49.0976%),"Lost Cherry by Tom Ford is a Oriental Floral fragrance for women and men. Lost Cherry was launched in 2018. The nose behind this fragrance is Louise Turner. Top notes are Bitter Almond, Black Cherry and Cherry Liqueur; middle notes are Sour Cherry, Plum, Turkish Rose and Jasmine Sambac; base notes are Vanilla, Tonka Bean, Cinnamon, Peru Balsam, Sandalwood, Benzoin, Cloves, Cedar, Patchouli and Vetiver.""Tom Ford Lost Cherry is a full-bodied journey into the once-forbidden; a contrasting scent that reveals a tempting dichotomy of playful, candy-like gleam on the outside and luscious flesh on the inside.Innocence intersects indulgence with an opening that captures the classic perfection of the exotic cherry fruit–Black Cherry's ripe flesh dripping in cherry liqueur glistens with a teasing touch of Bitter Almond.The heart bursts forth in cherry waves of sweet and tart. Griotte Syrup expresses the textured maceration of voluptuous fruits while breathtaking florals Turkish Rose and Jasmine Sambac penetrate the senses and soul.Peru Balsam and Roasted Tonka at the drydown suggest a new portrait of an iconic symbol. When blended with an unexpected melange of sandalwood, vetiver and cedar, the finish reaches fantasy-inspiring levels of insatiability.""Top notes: black cherry, cherry liquer, bitter almondsHeart notes: Griotte syrup, Turkish rose, jasmine SambacBase notes: Peru balm, roasted tonka beans, sandalwood, vetiver, cedarTom Ford Lost Cherry will be available from November 2018 as 50ml Eau de Parfum and 250ml Eau de Parfum.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Realistic cherry note', 'Good for cold weather', 'Great for night time', 'Unique and unusual scent', 'Good quality ingredients', 'Masculine and feminine appeal', 'Compliment-getter', 'Long lasting', 'Expensive price point', 'May not be worth the price for some', 'Short longevity for some people', ""May not be everyone's cup of tea"", 'Some find it too medicinal or synthetic', 'Not suitable for warm weather', 'May not be innovative enough for some', 'May not be suitable for daytime wear']","['Bitter Almond', 'Black Cherry', 'Cherry Liqueur']","['Sour Cherry', 'Plum', 'Turkish Rose', 'Jasmine Sambac']","['Vanilla', 'Tonka Bean', 'Cinnamon', 'Peru Balsam', 'Sandalwood', 'Benzoin', 'Cloves', 'Cedar', 'Patchouli', 'Vetiver']",very weak: 472; weak: 1129; moderate: 3196; long lasting: 1901; eternal: 562,intimate: 1158; moderate: 3829; strong: 1694; enormous: 628
Ombré Leather (2018),Tom Ford,https://www.fragrantica.com/perfume/Tom-Ford/Ombre-Leather-2018-50239.html,women and men,leather (100%); animalic (71.0057%); warm spicy (57.989%); white floral (57.9524%); amber (53.04%); smoky (51%); earthy (47.3726%); mossy (46.4598%); patchouli (44.6269%),"Ombré Leather (2018) by Tom Ford is a Leather fragrance for women and men. Ombré Leather (2018) was launched in 2018. The nose behind this fragrance is Sonia Constant. Top note is Cardamom; middle notes are Leather and Jasmine Sambac; base notes are Amber, Moss and Patchouli.Read about this perfume in other languages: Deutsch, Español, Français, Čeština, Italiano, Русский, Polski, Português, Ελληνικά, 汉语, Nederlands, Srpski, Română, العربية, Українська, Монгол, עברית.","['Natural and authentic leather note', 'High-quality and masterfully put together', 'Sophisticated and sexy fragrance', 'Strong and realistic opening leather note', 'Softens over time with lingering faint sweetness', 'Excellent blend of cardamom, jasmine, leather, and patchouli', 'A welcome addition to the brand', 'Appeals to both men and women', 'Expensive for some', 'Polarizing and not for everyone', 'May be too mature or serious for some', 'Strong and overbearing, could give headaches', 'May induce headaches or negative comments from others', 'Disappointing performance in recent batches', 'Could smell synthetic or like cigarette smoke on some people', 'Disappointing fragrance from a renowned brand']",['Cardamom'],"['Leather', 'Jasmine Sambac']","['Amber', 'Moss', 'Patchouli']",very weak: 120; weak: 251; moderate: 1953; long lasting: 4905; eternal: 1570,intimate: 375; moderate: 4018; strong: 3696; enormous: 780
