Name	Designer	URL	Gender	Accords	Description	Pros and cons	Top Notes	Middle Notes	Base Notes	Longevity	Sillage
Gucci by Gucci Sport	Gucci	https://www.fragrantica.com/perfume/Gucci/Gucci-by-Gucci-Sport-7943.html	men	aromatic (100%); woody (96.398%); citrus (68.6077%); fresh spicy (66.3123%); fruity (56.8135%); warm spicy (48.6563%); sweet (46.2319%)	Gucci by Gucci Sport by Gucci is a Woody Aromatic fragrance for men. Gucci by Gucci Sport was launched in 2010. Top notes are Cypress, Mandarin Orange and Grapefruit; middle notes are Fig, Juniper Berries and Cardamom; base notes are Vetyver, Patchouli and Ambrette (Musk Mallow).Gucci by Gucci Sport arrives on the market in 2010 as a new fragrance from the line of Gucci fragrances for men. Top notes encompass luminous grapefruit, mandarin and cypress, a heart adds fig zest, cardamom and juniper berries, while the composition closes with vetiver, patchouli and ambrette seed.	['Herbal fragrance with cypress notes', 'Suitable for casual occasions', 'Great bottle design', 'Good projection for some skin types', 'Decent scent for the price', 'Fresh and spicy scent', 'Manly vibe with a hint of fruitiness', 'Nice subtle fruity fragrance', 'Poor sillage and longevity', 'Cheap and generic smelling compared to other citrusy sport fragrances', 'Heavy and bulky bottle design', 'Not truly a sporty scent', 'Sticky residue on bottle after drying', 'Synthetic smell that some people find unpleasant', 'Lacks powdery quality and elegance of other fragrances in the same category', 'Virtually non-existent silage']	['Cypress', 'Mandarin Orange', 'Grapefruit']	['Fig', 'Juniper Berries', 'Cardamom']	['Vetyver', 'Patchouli', 'Ambrette (Musk Mallow)']	very weak: 10%; weak: 21%; moderate: 53%; long lasting: 14%; eternal: 2%	very weak: 26%; intimate: 52%; strong: 12%; enormous: 10%
Egeo Vanilla Vibe	O Boticário	https://www.fragrantica.com/perfume/O-Boticario/Egeo-Vanilla-Vibe-61038.html	women and men	vanilla (100%); sweet (70.7576%); soft spicy (65.9362%); powdery (61.881%); musky (60.0587%); coconut (58.7372%); fruity (46.8367%); amber (44.8189%)	Egeo Vanilla Vibe by O Boticário is a Oriental Spicy fragrance for women and men. Egeo Vanilla Vibe was launched in 2020. Egeo Vanilla Vibe was created by Emilie Bevierre-Coppermann and Pierre-Constantin Guéros. Top notes are Pink Pepper, Red Fruits, Bergamot and Green Leaves; middle notes are Coconut, Rose Petals, Lily-of-the-Valley and Cyclamen; base notes are Vanilla, Musk, Amber and Cedar.	['Freshness of pink pepper', 'Great vanilla fragrance for summer', 'Creamy coconut-vanilla mix', 'Intense and long-lasting on some people', 'Juiciness of red fruits', 'Suitable for both men and women', 'Tropical scent with woody base', 'Mature and balanced due to woody base', 'May not appeal to those who do not like sweet scents', 'May not be suitable for those who prefer lighter fragrances', 'May not be suitable for those who do not like coconut scents', 'May not be suitable for formal occasions', 'May not last as long on some people', 'May be too intense for some', 'May be perceived as old fashioned by some', 'Not suitable for all seasons']	['Pink Pepper', 'Red Fruits', 'Bergamot', 'Green Leaves']	['Coconut', 'Rose Petals', 'Lily-of-the-Valley', 'Cyclamen']	['Vanilla', 'Musk', 'Amber', 'Cedar']	very weak: 3%; weak: 9%; moderate: 54%; long lasting: 28%; eternal: 6%	very weak: 12%; intimate: 59%; strong: 22%; enormous: 7%
Egeo Choc	O Boticário	https://www.fragrantica.com/perfume/O-Boticario/Egeo-Choc-12616.html	women	sweet (100%); vanilla (91.9494%); lactonic (78.7845%); chocolate (63.2671%); warm spicy (57.9857%); fruity (51.588%); powdery (49.7589%); amber (44.6955%); citrus (44.0861%)	Egeo Choc by O Boticário is a Oriental Vanilla fragrance for women. Egeo Choc was launched in 2011. The nose behind this fragrance is Marion Costero. Top notes are Whipped Cream, Red Berries, Amalfi Lemon and Peach; middle notes are Mexican chocolate, Milk and African Orange Flower; base notes are Vanille, Benzoin, Sandalwood, Musk, Amber and Woodsy Notes.Egeo Choc is a limited edition fragrance from O Boticario, launched in the spring of 2011. The fragrance is inspired by the delicious chocolate, and its composition was created by Marion Costero.Top notes: whipped cream, lemon, peach and forest berries. Heart: orange blossom, peach, chocolate and milk cream. Base: musk, vanilla, benzoin, creamy woods, sandalwood and amber.	['Infused with chocolate without being overtly foody', 'Sweetness is tempered and blended well', 'Round and combined with notes of sweet soft milky chocolate', 'Oriental Vanilla categorization is fitting', 'Pleasant vanilla sandalwood drydown', 'Warm, delightful, fruity, creamy and spiced', 'Can be considered a Citrus Gourmand', 'Delicious and unique citrus fragrance', 'May not be ideal for those who dislike sweet scents', 'May not fulfill expectations for rich dark chocolate and vanilla beans whipped cream', 'Chocolate note takes about 20 minutes to appear', 'Astringent citrus and berries in the opening', 'Bouncy yellow peach note may not be desirable for some']	['Whipped Cream', 'Red Berries', 'Amalfi Lemon', 'Peach']	['Mexican chocolate', 'Milk', 'African Orange Flower']	['Vanille', 'Benzoin', 'Sandalwood', 'Musk', 'Amber', 'Woodsy Notes']	very weak: 4%; weak: 11%; moderate: 51%; long lasting: 25%; eternal: 9%	very weak: 12%; intimate: 51%; strong: 26%; enormous: 11%
Floratta Red	O Boticário	https://www.fragrantica.com/perfume/O-Boticario/Floratta-Red-54609.html	women	fruity (100%); sweet (72.5192%); floral (65.7535%); fresh (65.565%); white floral (53.8894%); chocolate (53.2438%); citrus (50.0423%); powdery (49.5111%); warm spicy (48.5625%); woody (48.2533%)	Floratta Red by O Boticário is a Oriental Floral fragrance for women. Floratta Red was launched in 2019. The nose behind this fragrance is Alienor Massenet. Top notes are Red Berries, Apple and Orange; middle notes are Floral Notes, Orange Blossom, Tuberose, Violet and Lotus; base notes are Dark Chocolate, Amber, Musk, Sandalwood and Cedar.	['Gets complimented a lot', 'Well blended fruity floral', 'Flattering', 'Hint of sweetness', 'Very feminine', 'Sexy', 'Good substitute for Good Girl fragrance', 'Playful edge to it', 'May smell different on different skin types', 'Not everyone likes the sweetness of the scent', 'May resemble other more expensive fragrances like Good Girl', 'May be too strong for some occasions or seasons']	['Red Berries', 'Apple', 'Orange']	['Floral Notes', 'Orange Blossom', 'Tuberose', 'Violet', 'Lotus']	['Dark Chocolate', 'Amber', 'Musk', 'Sandalwood', 'Cedar']	very weak: 3%; weak: 11%; moderate: 51%; long lasting: 28%; eternal: 7%	very weak: 9%; intimate: 54%; strong: 28%; enormous: 9%
The Blend Bourbon	O Boticário	https://www.fragrantica.com/perfume/O-Boticario/The-Blend-Bourbon-56164.html	men	warm spicy (100%); woody (90.444%); fresh spicy (87.5142%); sweet (75.0576%); vanilla (74.2417%); cinnamon (63.4271%); powdery (60.114%); soft spicy (54.5786%); aromatic (52.947%); amber (49.8596%)	The Blend Bourbon by O Boticário is a Oriental Spicy fragrance for men. The Blend Bourbon was launched in 2019. The Blend Bourbon was created by Adilson Rato, Carmita Magalhaes, Frank Voelkl and Alberto Morillas. Top notes are Pink Pepper, Bergamot and Grapefruit; middle notes are Cinnamon, Creme Brulee, Cloves, Black Pepper, Nutmeg, Cedar, Lavender, Juniper and Watery Notes; base notes are Bourbon Vanilla, Amber, Sandalowood, Woody Notes, Guaiac Wood and Vetiver.		['Pink Pepper', 'Bergamot', 'Grapefruit']	['Cinnamon', 'Creme Brulee', 'Cloves', 'Black Pepper', 'Nutmeg', 'Cedar', 'Lavender', 'Juniper', 'Watery Notes']	['Bourbon Vanilla', 'Amber', 'Sandalowood', 'Woody Notes', 'Guaiac Wood', 'Vetiver']		
Her Code	O Boticário	https://www.fragrantica.com/perfume/O-Boticario/Her-Code-85335.html	women	fruity (100%); wine (91.7076%); sweet (90.3966%); white floral (87.0799%); woody (85.6911%); cherry (73.5815%); alcohol (67.2563%); tuberose (66.6394%); amber (64.7109%); powdery (62.2812%)	Her Code by O Boticário is a Floral Fruity Gourmand fragrance for women. This is a new fragrance. Her Code was launched in 2023. The nose behind this fragrance is Louise Turner. Top notes are Red Wine, Cherry, Blackberry, Cassis and Peach; middle notes are Liquor, Tuberose and Jasmine; base notes are Sandal, Amber and Gourmand Accord.		['Red Wine', 'Cherry', 'Blackberry', 'Cassis', 'Peach']	['Liquor', 'Tuberose', 'Jasmine']	['Sandal', 'Amber', 'Gourmand Accord']		
Malbec	O Boticário	https://www.fragrantica.com/perfume/O-Boticario/Malbec-7355.html	men	woody (100%); warm spicy (69.7809%); amber (69.1777%); citrus (66.9825%); earthy (55.4973%); mossy (53.732%); aromatic (52.0067%); fresh spicy (51.7493%); powdery (49.9153%); balsamic (48.8769%)	Malbec by O Boticário is a Woody Spicy fragrance for men. Malbec was launched in 2004. The nose behind this fragrance is Napoleão Bastos. Top notes are Virginia Cedar, Incense, Pepper, Lime, Mandarin Orange, Cassis, Violet Leaf, Bergamot, Amalfi Lemon and Cardamom; middle notes are Cedar, Patchouli and Sandalwood; base notes are Oakmoss, Amber, Benzoin and Musk.O Boticário, one of the leading perfume houses in the Brazilian market, combines two great arts, perfumery and traditional winemaking, to create MALBEC. It is fragrance rich in contrasts, inspired in the refined world of wines, which reveals the modernity of today’s man. For the first time, a perfume is made with vine alcohol at its base. It opens with Lime, Cassis, Violet Leaves, Bergamot, Lemon, Mandarin, Cardamom, Peppery and Cedar Leaf. The heart is composed of Virginia Cedar, Patchouli, and Sandal. The base consists of Musk, Moss, Oriental, and Benzoin.It is available as 100 ml EDT, after shave, liquid soap, roll on, shave foam and deodorant.	['Good option for those outside of Brazil', 'Performs decently on skin', 'Reasonable price point', 'Unique compared to other modern fragrances', 'Gorgeous, versatile, and masculine scent profile', 'Reminds of wine', 'Full of all the scents that make it masculine and original', 'Initial fresh citrusy/fruity vibe is pretty and not generic', 'Overworn in Brazil', 'Too strong for hot weather or summer seasons', 'Very popular in Brazil so it may be worn by many people', 'Pungent opening with oakmoss may be a turn off for some noses', 'Not suitable for those who dislike the scent of cloves', 'Reformulation may have changed the original scent', 'Weak projection in hotter weather', 'May give off a dried shaving cream vibe in dry down']	['Virginia Cedar', 'Incense', 'Pepper', 'Lime', 'Mandarin Orange', 'Cassis', 'Violet Leaf', 'Bergamot', 'Amalfi Lemon', 'Cardamom']	['Cedar', 'Patchouli', 'Sandalwood']	['Oakmoss', 'Amber', 'Benzoin', 'Musk']	very weak: 2%; weak: 5%; moderate: 33%; long lasting: 52%; eternal: 8%	very weak: 5%; intimate: 36%; strong: 48%; enormous: 11%
Egeo Bomb Black	O Boticário	https://www.fragrantica.com/perfume/O-Boticario/Egeo-Bomb-Black-53323.html	men	sweet (100%); caramel (88.9186%); leather (72.3725%); vanilla (62.2984%); animalic (55.8874%); woody (52.4531%); powdery (49.2095%); amber (49.0799%); citrus (44.1113%)	Egeo Bomb Black by O Boticário is a Leather fragrance for men. Egeo Bomb Black was launched in 2019. Top notes are Bergamot, Mint, Apple, Lemon, Artemisia and Green Leaves; middle notes are Leather, Cedar, Moss, Lily-of-the-Valley and Immortelle; base notes are Caramel, Sugar, Vanilla, Amber, Tiramisu, Patchouli, Sandalwood and Musk.		['Bergamot', 'Mint', 'Apple', 'Lemon', 'Artemisia', 'Green Leaves']	['Leather', 'Cedar', 'Moss', 'Lily-of-the-Valley', 'Immortelle']	['Caramel', 'Sugar', 'Vanilla', 'Amber', 'Tiramisu', 'Patchouli', 'Sandalwood', 'Musk']		
Quasar Brave	O Boticário	https://www.fragrantica.com/perfume/O-Boticario/Quasar-Brave-53752.html	men	fresh spicy (100%); citrus (69.381%); woody (65.5258%); aromatic (64.092%); lavender (55.33%); warm spicy (54.3424%); green (51.5385%); amber (45.1341%)	Quasar Brave by O Boticário is a Woody Aromatic fragrance for men. Quasar Brave was launched in 2019. The nose behind this fragrance is Adilson Rato. Top notes are Pepper, Bergamot, Lavender, Pear, Grapefruit and Rose; middle notes are Black Tea, Geranium and Magnolia; base notes are Amber, Cedar, Sandalwood, Oakmoss and Patchouli."To create the new fragrance Quasar Brave Cologne, we sought in the wisdom and culture Samurai millennial elements, presented in their daily battles.Quasar Brave is a cologne of courage that innovatively combines purified sake alcohol and the surprising woody notes of black tea leaves, a native ingredient of Asian forests. Together, these ingredients reveal an instigating andpowerful freshness that enhances the strength, quality and audacity of this fragrance, capable of awakening the essence and bravery of a true warrior.Completing and harmonizing with these two raw materials that enhance the woody fougère freshness of the fragrance, the olfactory pyramid of thecologne still features bergamot, pear, pepper, rose, lavender and grapefruit on the top notes, a heart, in addition to black tea, brings geranium and magnolia, and a base that contains amber, sandalwood, patchouli, oak moss and cedar." - a note from the brand.		['Pepper', 'Bergamot', 'Lavender', 'Pear', 'Grapefruit', 'Rose']	['Black Tea', 'Geranium', 'Magnolia']	['Amber', 'Cedar', 'Sandalwood', 'Oakmoss', 'Patchouli']		
Egeo Dolce	O Boticário	https://www.fragrantica.com/perfume/O-Boticario/Egeo-Dolce-8621.html	women	sweet (100%); vanilla (49.4548%); fruity (48.7127%); powdery (46.7945%); caramel (45.2779%)	Egeo Dolce by O Boticário is a Floral Fruity Gourmand fragrance for women. Egeo Dolce was launched in 2007. The nose behind this fragrance is Frank Voelkl. Top notes are Sweet Notes, Raspberry and Nectarine; middle notes are Cotton Candy, Anise, Violet and Honeysuckle; base notes are Vanille, Tonka Bean, Amber, Musk and Sandalwood.O Boticario launches a special Valentine day’s perfume in 2007 – Egeo Dolce; a gourmand scent inspired by the sweet side of life. This extremely seductive and playful composition starts of with raspberry ice-cream and nectarine. The heart consists of cotton candy, anis, violet and honeysuckle, while the base features amber, vanilla, tonka, sandalwood and musk. Wheaton Brasil signs the package and bottle design.It is available as 100 ml EDT.	['Very sweet and gourmand opening', 'Turns into the most cotton-candy like perfume', 'Brings back lovely memories', 'Long lasting', 'Lovely fragrance for gourmand-vanilla lovers', 'Cheap and not sickening', 'Settles into a lighter and brighter version of Fantasy', 'Good option for someone who finds Fantasy too heavy or musky', 'Can be too sweet and nauseating for some', 'May smell synthetic and cheap on some skin types', 'May require parsimony to avoid headaches for others', 'May trigger migraines or stuffed nose in some people', 'Not sexy or alluring for some people', 'Poor lasting power compared to other fragrances', 'Reminiscent of low-quality bakery smells for some', 'Not everyone may appreciate the boozy note']	['Sweet Notes', 'Raspberry', 'Nectarine']	['Cotton Candy', 'Anise', 'Violet', 'Honeysuckle']	['Vanille', 'Tonka Bean', 'Amber', 'Musk', 'Sandalwood']	very weak: 8%; weak: 14%; moderate: 49%; long lasting: 22%; eternal: 7%	very weak: 17%; intimate: 36%; strong: 34%; enormous: 13%
Floratta in Blue	O Boticário	https://www.fragrantica.com/perfume/O-Boticario/Floratta-in-Blue-7314.html	women	citrus (100%); green (86.7125%); woody (85.9776%); white floral (83.1211%); musky (82.787%); fresh spicy (73.073%); powdery (72.5469%); aromatic (70.4924%); fresh (62.324%); floral (61.8646%)	Floratta in Blue by O Boticário is a Floral fragrance for women. Floratta in Blue was launched in 1998. Floratta in Blue was created by Napoleão Bastos and Jean-Marc Chaillan. Top notes are Tea, Lime, Bergamot, Geranium and Tincture of Rose; middle notes are Lily-of-the-Valley, Gardenia and Frangipani; base notes are Musk, Virginia Cedar, Sandalwood and Vetyver.Floratta in Blue is a mild and fresh fragrance with transparent notes of comfort and lightness.It opens with notes of geranium, bergamot, lime, tea rose. The heart is composed of prumelia, muguet, and gardenia, and the base consists of sandalwood, cedar, vetiver, musk.Floratta in Blue is available as 100 ml EDT, perfumed emulsion, deodorant and roll on.	['Great fragrance for everyday use', 'Fresh and comfortable without being citric', 'Excellent for hot weather', 'Perfect for work or spring/autumn', 'Pretty bottle design', 'Clean floral with woody musk base', 'Suitable for all seasons', 'Lovely fresh fragrance', 'Not strong or long-lasting enough', 'Vintage bottle design changed', 'Weak longevity, lasts only 2 hours', 'Similar to CK Be which smells like laundry detergent']	['Tea', 'Lime', 'Bergamot', 'Geranium', 'Tincture of Rose']	['Lily-of-the-Valley', 'Gardenia', 'Frangipani']	['Musk', 'Virginia Cedar', 'Sandalwood', 'Vetyver']	very weak: 15%; weak: 31%; moderate: 44%; long lasting: 7%; eternal: 3%	very weak: 45%; intimate: 44%; strong: 7%; enormous: 4%
Coffee Duo Woman	O Boticário	https://www.fragrantica.com/perfume/O-Boticario/Coffee-Duo-Woman-52573.html	women	warm spicy (100%); lactonic (95.1331%); lavender (84.8055%); woody (79.9386%); coffee (79.0796%); sweet (65.6645%); amber (65.3784%); powdery (61.779%); aromatic (57.8528%); floral (54.7241%)	Coffee Duo Woman by O Boticário is a Floral Fruity Gourmand fragrance for women. Coffee Duo Woman was launched in 2018. The nose behind this fragrance is Natasha Côté. Top notes are Lavender, Fruity Notes and Bergamot; middle notes are Milk, Coffee, Orchid, Jasmine Sambac, Ylang-Ylang and Rose; base notes are Benzoin, Sandalwood, Musk and Patchouli.	['Smooth and creamy', 'Balanced masculine edge', 'Prominent coffee note', 'Comforting on cold days', 'Hints of lavender for freshness', 'Long-lasting longevity', 'Affordable price', 'Lovely bouquet of flowers', 'May not be suitable for warmer seasons', 'Unexpected turn from milk to barber shop effect', 'Coffee note may be too faint for some', 'May not be suitable for those who dislike powdery scents', 'Difficult to describe', 'May not be suitable for those who prefer more feminine scents', 'Sillage is not a monster, but still good', 'May not be suitable for shared use']	['Lavender', 'Fruity Notes', 'Bergamot']	['Milk', 'Coffee', 'Orchid', 'Jasmine Sambac', 'Ylang-Ylang', 'Rose']	['Benzoin', 'Sandalwood', 'Musk', 'Patchouli']	very weak: 3%; weak: 8%; moderate: 44%; long lasting: 36%; eternal: 9%	very weak: 11%; intimate: 51%; strong: 26%; enormous: 12%
Zaad	O Boticário	https://www.fragrantica.com/perfume/O-Boticario/Zaad-3990.html	men	aromatic (100%); woody (91.9786%); fresh spicy (82.2063%); green (78.7487%); citrus (64.5735%); floral (63.4673%); powdery (61.3583%); warm spicy (55.1928%); soft spicy (50.4446%); musky (47.5172%)	Zaad by O Boticário is a Woody Aromatic fragrance for men. Zaad was launched in 2006. The nose behind this fragrance is Thierry Bessard. Top notes are Green Notes, Coriander, Bergamot and Juniper Berries; middle notes are Indonesian Nutmeg, Cedar, Carnation, Orchid and Patchouli; base notes are Musk, Serbian Oakmoss, Australian Sandalwood and Amber.		['Green Notes', 'Coriander', 'Bergamot', 'Juniper Berries']	['Indonesian Nutmeg', 'Cedar', 'Carnation', 'Orchid', 'Patchouli']	['Musk', 'Serbian Oakmoss', 'Australian Sandalwood', 'Amber']		
L'eau de Lily Soleil	O Boticário	https://www.fragrantica.com/perfume/O-Boticario/L-eau-de-Lily-Soleil-87586.html	women	yellow floral (100%); woody (84.0127%); sweet (81.1583%); white floral (80.2443%); almond (80.2443%); fruity (79.6735%); floral (65.2281%); musky (62.545%); nutty (60.1467%); powdery (57.463%)	L'eau de Lily Soleil by O Boticário is a Floral fragrance for women. This is a new fragrance. L'eau de Lily Soleil was launched in 2023. L'eau de Lily Soleil was created by Yves Cassar and Christian Alori. Top notes are Green Anjou Pears, Carambola, Grapefruit and Acácia; middle notes are Ylang Ylang, Lily, Narcissus and Alpinia; base notes are Almond, Musk, Sandalwood and White Woods.		['Green Anjou Pears', 'Carambola', 'Grapefruit', 'Acácia']	['Ylang Ylang', 'Lily', 'Narcissus', 'Alpinia']	['Almond', 'Musk', 'Sandalwood', 'White Woods']		
Cuide-se Bem Deleite Delight	O Boticário	https://www.fragrantica.com/perfume/O-Boticario/Cuide-se-Bem-Deleite-Delight-54326.html	women and men	sweet (100%); vanilla (83.551%); powdery (64.1729%); caramel (61.3468%); lactonic (44.6284%)	Cuide-se Bem Deleite Delight by O Boticário is a Oriental Vanilla fragrance for women and men. Cuide-se Bem Deleite Delight was launched in 2019. Top note is Star Anise; middle notes are Whipped Cream, Caramel, Marshmallow, Vanilla, Orchid and Freesia; base notes are Vanilla, Benzoin, Musk, Sandalwood, Ambrette (Musk Mallow) and Cedar.		['Star Anise']	['Whipped Cream', 'Caramel', 'Marshmallow', 'Vanilla', 'Orchid', 'Freesia']	['Vanilla', 'Benzoin', 'Musk', 'Sandalwood', 'Ambrette (Musk Mallow)', 'Cedar']		
Zaad Expedition	O Boticário	https://www.fragrantica.com/perfume/O-Boticario/Zaad-Expedition-76828.html	men	woody (100%); aromatic (91.9648%); citrus (70.3626%); fresh spicy (64.6079%); green (51.4865%); aquatic (48.3686%); herbal (48.021%); earthy (46.2129%); metallic (44.7874%)	Zaad Expedition by O Boticário is a Woody Aromatic fragrance for men. This is a new fragrance. Zaad Expedition was launched in 2022. Top notes are Gin, Water Notes, Green Notes, Bergamot, Orange, Grapefruit, Mandarin Orange, Apple and Thyme; middle notes are Sage, Black Pepper, Rosemary, Oak, Nutmeg, Violet and Rose; base notes are Vetiver, Metallic notes, Woodsy Notes, Cedar, Sandalwood, Musk, Patchouli, Leather and Amber.		['Gin', 'Water Notes', 'Green Notes', 'Bergamot', 'Orange', 'Grapefruit', 'Mandarin Orange', 'Apple', 'Thyme']	['Sage', 'Black Pepper', 'Rosemary', 'Oak', 'Nutmeg', 'Violet', 'Rose']	['Vetiver', 'Metallic notes', 'Woodsy Notes', 'Cedar', 'Sandalwood', 'Musk', 'Patchouli', 'Leather', 'Amber']		
Glamour Secrets Black	O Boticário	https://www.fragrantica.com/perfume/O-Boticario/Glamour-Secrets-Black-8317.html	women	sweet (100%); fruity (77.8208%); vanilla (58.4581%); white floral (49.8533%); powdery (49.0221%); amber (45.1785%)	Glamour Secrets Black by O Boticário is a Floral Fruity Gourmand fragrance for women. Glamour Secrets Black was launched in 2010. The nose behind this fragrance is Marie Salamagne. Top notes are Peony, Lily, Orange and Lily-of-the-Valley; middle notes are Raspberry, Plum, Tiare Flower and Wheat; base notes are Praline, Vanille, Amber, Musk and Sandalwood.To celebrate the International Women's Day (8 March) O Boticario launches two new fragrances as a part of the 'Secrets Collection', which joins two great passions of great number of women - perfumes and makeup. It represents the Brazilian definition of femininity – sophisticated and ultra modern. These two fragrances are created for a contemporary and seductive woman. Even the curves of the bottle reminiscent of womanly silhouette.Top notes: lily-of-the-valley, peony and lily. Heart: tiare flower, raspberry, plum and cereal note. Base: sandalwood, praline, vanilla, amber and musk.Fragrance developed by perfumer Marie Salamagne.	['Intriguing and sexy scent', 'Great for wearing at night', 'Creamy and dessert-like opening', 'Thick and powdery dry down', 'No overpowering floral notes', 'Sweet with a bitter cherry undertone', 'Makes one feel delicious and sophisticated', "Similar to Chopard's Happy Spirit Magical Nights", 'May not appeal to those who prefer fresh or sour fragrances', 'Can be suffocating on the skin', 'Sweet and cloying for some', 'Not unisex, leans more towards feminine preference', 'Scent can be too heavy for some occasions or seasons', 'Not everyone may enjoy the sweetness', 'Some may find it too similar to other fragrances in the same genre', 'May require testing on skin before purchasing']	['Peony', 'Lily', 'Orange', 'Lily-of-the-Valley']	['Raspberry', 'Plum', 'Tiare Flower', 'Wheat']	['Praline', 'Vanille', 'Amber', 'Musk', 'Sandalwood']	very weak: 9%; weak: 20%; moderate: 55%; long lasting: 13%; eternal: 3%	very weak: 23%; intimate: 54%; strong: 18%; enormous: 5%
Coffee Woman Seduction	O Boticário	https://www.fragrantica.com/perfume/O-Boticario/Coffee-Woman-Seduction-12799.html	women	sweet (100%); fruity (72.4857%); coffee (55.1857%); tropical (45.5412%); chocolate (45.3114%); warm spicy (45.1115%)	Coffee Woman Seduction by O Boticário is a Floral Fruity Gourmand fragrance for women. Coffee Woman Seduction was launched in 2011. Top notes are Litchi, Kiwi and Quince; middle notes are White Chocolate, Cupcake, Plum and Jasmine; base notes are Coffee, Woodsy Notes, Musk and Orris Root.For Valentine's Day 2011, O Boticario launched two limited edition fragrances Coffee Seduction. Coffee Woman Seduction contains an exclusive extract of the Arabic coffee.Top notes: lychee, quince and kiwi. Heart: creamy cupcake accord, jasmine, white chocolate and plum. Base: coffee, orris root, musk and woody notes.It is available in bottles of 100 ml.	['Delicious coffee, chocolate, vanilla, and fruity scent', 'Enjoyable and moorish scent', 'Slight touch of jasmine, soft musk, and wood', 'Gets lots of compliments', 'Sexy in a playful way', 'Affordable perfume', 'Feminine and suitable for any age', 'Lovely bottle design', 'May vary depending on skin type', 'Similar scent to Fantasy but sweeter', 'Projection and longevity may be weak on some', "Similar scent to Fantasy may not appeal to those who don't like it", 'May cause headache or discomfort for some due to sweetness', 'Limited edition availability']	['Litchi', 'Kiwi', 'Quince']	['White Chocolate', 'Cupcake', 'Plum', 'Jasmine']	['Coffee', 'Woodsy Notes', 'Musk', 'Orris Root']	very weak: 5%; weak: 14%; moderate: 47%; long lasting: 30%; eternal: 4%	very weak: 15%; intimate: 47%; strong: 32%; enormous: 6%
Floratta in Rose	O Boticário	https://www.fragrantica.com/perfume/O-Boticario/Floratta-in-Rose-7316.html	women	rose (100%); fruity (79.8275%); musky (69.3134%); sweet (66.9109%); white floral (61.7669%); floral (53.6722%); soft spicy (53.0268%); powdery (52.2853%); woody (48.0925%); citrus (46.5123%)	Floratta in Rose by O Boticário is a Floral Fruity fragrance for women. The nose behind this fragrance is Verônica Casanova. Top notes are Pink Pepper, Fruity Notes, Peach, Mandarin Orange, Apricot and Cassis; middle notes are Tincture of Rose, Gardenia, Ylang-Ylang and Lily-of-the-Valley; base notes are Musk and Woodsy Notes.Floratta in Rose – Daintiness is rose.The fragrance opens with mandarin, cassis, peach, fresh fruit complex and pink pepper. Middle notes are: living hydroponic blue rose, fresh rose, natural otto rose, muguet, ylang-ylang and gardenia. The base consists of musk complex and wood scent notes.it is available as 100 ml EDT.	['Soft and gentle rose scent', 'Feminine and elegant', 'Perfect for office', 'Affordable', 'Lasting', 'Suitable for introverts', 'Good for sensitive souls', 'Fresh and breezy', 'Not preferred by everyone', 'Not a personal choice', 'May induce headaches', 'Bothersome pink pepper and musky notes', 'Reminds of old roses and elderly people smell']	['Pink Pepper', 'Fruity Notes', 'Peach', 'Mandarin Orange', 'Apricot', 'Cassis']	['Tincture of Rose', 'Gardenia', 'Ylang-Ylang', 'Lily-of-the-Valley']	['Musk', 'Woodsy Notes']	very weak: 8%; weak: 24%; moderate: 55%; long lasting: 10%; eternal: 3%	very weak: 31%; intimate: 54%; strong: 11%; enormous: 4%
Insensatez	O Boticário	https://www.fragrantica.com/perfume/O-Boticario/Insensatez-7319.html	women and men	citrus (100%); sweet (72.5294%); fruity (66.9588%); fresh (65.401%); white floral (64.3631%); green (64.0034%); tropical (61.7473%); powdery (58.1934%); musky (55.7573%); woody (55.3878%)	Insensatez by O Boticário is a Floral Fruity fragrance for women and men. Insensatez was launched in 1995. The nose behind this fragrance is Louis Truc. Top notes are Bergamot, Pineapple, Tangerine and Papaya; middle notes are Tea, Jasmine, Violet, Lily-of-the-Valley and Tincture of Rose; base notes are Musk, Woodsy Notes and Oakmoss.Insensatez symbolizes an active, leading personality with a self-defined lifestyle. People directed toward self-improvement, practical and with a fascination for the new. Insensatez is boldness.Top notes are: bergamot, tangerine, papaya and pineapple. The heart consists of rose, violet, jasmine, lily of the valley and natural green tea. Musk, oak moss, and a rich wood scent complex form the base.It is available as 100 ml EDT.	['Similar to CK One', 'Suitable for young people', 'Unisex fragrance', 'Great for casual occasions', 'Available at discounted prices', 'Tea note adds uniqueness', 'Nostalgic scent of the 90s', 'Good cost benefit', "May be too weak for some people's taste", "Too similar to CK One for some people's liking", 'Not everyone likes tea notes in fragrances', 'May not be long-lasting', 'Not suitable for formal events', "Packaging may not be to everyone's liking", 'May become monotonous after a while', 'May not work well with all skin types']	['Bergamot', 'Pineapple', 'Tangerine', 'Papaya']	['Tea', 'Jasmine', 'Violet', 'Lily-of-the-Valley', 'Tincture of Rose']	['Musk', 'Woodsy Notes', 'Oakmoss']	very weak: 17%; weak: 31%; moderate: 45%; long lasting: 7%; eternal: 0%	very weak: 49%; intimate: 41%; strong: 7%; enormous: 3%
